      0	       6.40	        2010	 7	 22	 20	 35	  28	 
      1	       6.20	        2010	 7	 22	 20	 35	  29	 
      2	       6.10	        2010	 7	 22	 20	 35	  30	 
      3	       6.80	        2010	 7	 22	 20	 35	  31	 
      4	      10.50	        2010	 7	 22	 20	 35	  32	 
      5	      17.10	        2010	 7	 22	 20	 35	  33	 
      6	      21.30	        2010	 7	 22	 20	 35	  34	 
      7	      47.10	        2010	 7	 22	 20	 35	  35	 
      8	      30.30	        2010	 7	 22	 20	 35	  36	 
      9	      22.80	        2010	 7	 22	 20	 35	  37	 
     10	      22.80	        2010	 7	 22	 20	 35	  38	 
     11	      36.40	        2010	 7	 22	 20	 35	  39	 
     12	      30.40	        2010	 7	 22	 20	 35	  40	 
     13	      22.20	        2010	 7	 22	 20	 35	  41	 
     14	      20.80	        2010	 7	 22	 20	 35	  42	 
     15	      16.20	        2010	 7	 22	 20	 35	  43	 
     16	      15.50	        2010	 7	 22	 20	 35	  44	 
     17	      15.10	        2010	 7	 22	 20	 35	  45	 
     18	      15.50	        2010	 7	 22	 20	 35	  46	 
     19	      14.60	        2010	 7	 22	 20	 35	  47	 
     20	      13.20	        2010	 7	 22	 20	 35	  48	 
     21	      12.60	        2010	 7	 22	 20	 35	  49	 
     22	      15.80	        2010	 7	 22	 20	 35	  50	 
     23	      13.10	        2010	 7	 22	 20	 35	  51	 
     24	      11.10	        2010	 7	 22	 20	 35	  52	 
     25	       7.40	        2010	 7	 22	 20	 35	  53	 
     26	       7.10	        2010	 7	 22	 20	 35	  54	 
     27	       8.90	        2010	 7	 22	 20	 35	  55	 
     28	      12.80	        2010	 7	 22	 20	 35	  56	 
     29	      13.50	        2010	 7	 22	 20	 35	  57	 
     30	      16.30	        2010	 7	 22	 20	 35	  58	 
     31	      14.80	        2010	 7	 22	 20	 35	  59	 
     32	      14.80	        2010	 7	 22	 20	 36	   0	 
     33	      13.50	        2010	 7	 22	 20	 36	   1	 
     34	       4.60	        2010	 7	 22	 20	 36	   2	 
     35	       9.30	        2010	 7	 22	 20	 36	   3	 
     36	      11.70	        2010	 7	 22	 20	 36	   4	 
     37	      11.30	        2010	 7	 22	 20	 36	   5	 
     38	      10.60	        2010	 7	 22	 20	 36	   6	 
     39	       9.00	        2010	 7	 22	 20	 36	   7	 
     40	       7.70	        2010	 7	 22	 20	 36	   8	 
     41	       6.60	        2010	 7	 22	 20	 36	   9	 
     42	       4.90	        2010	 7	 22	 20	 36	  10	 
     43	       4.80	        2010	 7	 22	 20	 36	  11	 
     44	       4.70	        2010	 7	 22	 20	 36	  12	 
     45	       4.70	        2010	 7	 22	 20	 36	  13	 
     46	       5.00	        2010	 7	 22	 20	 36	  14	 
     47	       5.20	        2010	 7	 22	 20	 36	  15	 
     48	       5.20	        2010	 7	 22	 20	 36	  16	 
     49	       4.90	        2010	 7	 22	 20	 36	  17	 
     50	       4.70	        2010	 7	 22	 20	 36	  18	 
     51	       4.50	        2010	 7	 22	 20	 36	  19	 
     52	       4.60	        2010	 7	 22	 20	 36	  20	 
     53	       5.20	        2010	 7	 22	 20	 36	  21	 
     54	       5.40	        2010	 7	 22	 20	 36	  22	 
     55	       5.30	        2010	 7	 22	 20	 36	  23	 
     56	       5.10	        2010	 7	 22	 20	 36	  24	 
     57	       5.80	        2010	 7	 22	 20	 36	  25	 
     58	       6.50	        2010	 7	 22	 20	 36	  26	 
     59	       6.20	        2010	 7	 22	 20	 36	  27	 
     60	       5.90	        2010	 7	 22	 20	 36	  28	 
     61	       6.90	        2010	 7	 22	 20	 36	  29	 
     62	      10.20	        2010	 7	 22	 20	 36	  30	 
     63	      13.10	        2010	 7	 22	 20	 36	  31	 
     64	      20.70	        2010	 7	 22	 20	 36	  32	 
     65	      22.60	        2010	 7	 22	 20	 36	  33	 
     66	      17.40	        2010	 7	 22	 20	 36	  34	 
     67	      11.40	        2010	 7	 22	 20	 36	  35	 
     68	      10.40	        2010	 7	 22	 20	 36	  36	 
     69	      11.40	        2010	 7	 22	 20	 36	  38	 
     70	      10.00	        2010	 7	 22	 20	 36	  39	 
     71	       8.80	        2010	 7	 22	 20	 36	  40	 
     72	      11.90	        2010	 7	 22	 20	 36	  41	 
     73	      19.80	        2010	 7	 22	 20	 36	  42	 
     74	      24.90	        2010	 7	 22	 20	 36	  43	 
     75	      21.80	        2010	 7	 22	 20	 36	  44	 
     76	      28.20	        2010	 7	 22	 20	 36	  45	 
     77	      29.40	        2010	 7	 22	 20	 36	  46	 
     78	      46.90	        2010	 7	 22	 20	 36	  47	 
     79	      38.90	        2010	 7	 22	 20	 36	  48	 
     80	      34.80	        2010	 7	 22	 20	 36	  49	 
     81	      30.20	        2010	 7	 22	 20	 36	  50	 
     82	      23.30	        2010	 7	 22	 20	 36	  51	 
     83	      20.00	        2010	 7	 22	 20	 36	  52	 
     84	      15.90	        2010	 7	 22	 20	 36	  53	 
     85	      15.00	        2010	 7	 22	 20	 36	  54	 
     86	      14.30	        2010	 7	 22	 20	 36	  55	 
     87	      12.20	        2010	 7	 22	 20	 36	  56	 
     88	      11.30	        2010	 7	 22	 20	 36	  57	 
